training_record_id,employee_id,doc_id,curriculum_id,training_type,delivery_method,assigned_date,due_date,completion_date,assessment_score,assessment_passed,attempt_number,trainer_id,status,waiver_reason
771,30,DOC-0008,,Refresher,OJT,2024-07-25,2024-08-12,2024-07-31,91.9,True,1,28,Completed,
772,30,DOC-0094,,Change-Driven,eLearning,2024-11-23,2024-12-17,2024-12-18,80.1,True,1,93,Completed,
773,30,DOC-0086,,Initial,Classroom,2024-09-15,2024-10-01,2024-10-01,83.8,True,1,114,Completed,
774,30,DOC-0016,,Initial,Read-and-Understand,2022-10-29,2022-11-15,2022-11-09,97.9,True,1,94,Completed,
775,30,DOC-0099,,Refresher,OJT,2022-03-05,2022-03-29,2022-03-30,75.0,False,2,8,Completed,
776,30,DOC-0079,,Refresher,OJT,2024-04-17,2024-05-15,2024-04-19,74.5,False,2,108,Completed,
777,30,DOC-0027,,Refresher,Classroom,2023-03-17,2023-04-11,2023-03-29,83.8,True,1,106,Completed,
778,30,DOC-0086,,Change-Driven,eLearning,2024-12-20,2024-12-31,,,,1,2,Assigned,
779,30,DOC-0025,,Remedial,Classroom,2024-08-25,2024-09-01,2024-09-06,87.8,True,1,104,Completed,
780,30,DOC-0032,,Change-Driven,Classroom,2024-09-25,2024-10-18,2024-10-12,88.9,True,1,92,Completed,
781,31,DOC-0097,,Change-Driven,Classroom,2023-04-06,2023-04-18,2023-04-08,87.1,True,1,35,Completed,
782,31,DOC-0065,,Refresher,eLearning,2023-07-10,2023-08-05,2023-08-02,90.7,True,1,57,Completed,
783,31,DOC-0053,,Change-Driven,Read-and-Understand,2022-12-27,2023-01-22,2022-12-29,95.6,True,1,35,Completed,
784,31,DOC-0044,,Refresher,eLearning,2024-03-19,2024-04-05,2024-04-02,84.1,True,1,99,Completed,
785,31,DOC-0077,,Initial,Classroom,2024-11-10,2024-11-22,2024-11-25,99.9,True,1,45,Completed,
786,31,DOC-0001,,Initial,Classroom,2022-03-24,2022-04-06,2022-03-29,92.6,True,1,23,Completed,
787,31,DOC-0051,,Remedial,eLearning,2023-04-08,2023-04-16,2023-04-20,81.7,True,1,22,Completed,
788,31,DOC-0048,,Refresher,Read-and-Understand,2024-06-26,2024-07-10,2024-06-28,100.0,True,1,34,Completed,
789,31,DOC-0100,,Refresher,eLearning,2022-03-22,2022-04-21,2022-04-13,72.6,False,2,20,Completed,
790,31,DOC-0035,,Refresher,Classroom,2024-08-10,2024-08-29,2024-08-22,73.7,False,2,62,Completed,
791,31,DOC-0098,,Change-Driven,eLearning,2022-02-20,2022-02-28,2022-02-26,95.2,True,1,119,Completed,
792,31,DOC-0099,,Refresher,eLearning,2024-04-15,2024-05-11,2024-04-22,74.1,False,2,34,Completed,
793,31,DOC-0017,,Change-Driven,Read-and-Understand,2022-11-03,2022-11-27,2022-11-26,82.0,True,1,30,Completed,
794,31,DOC-0060,,Change-Driven,eLearning,2022-10-14,2022-10-28,2022-10-20,75.6,False,2,5,Completed,
795,31,DOC-0030,,Refresher,eLearning,2023-04-15,2023-05-14,2023-04-19,70.2,False,2,84,Completed,
796,31,DOC-0027,,Initial,eLearning,2023-05-30,2023-06-07,2023-06-07,70.3,False,2,98,Completed,
797,31,DOC-0026,,Refresher,Classroom,2022-09-11,2022-10-08,2022-09-25,86.0,True,1,11,Completed,
798,31,DOC-0017,,Initial,eLearning,2024-01-08,2024-02-04,2024-01-09,78.1,False,2,68,Completed,
799,31,DOC-0091,,Refresher,eLearning,2024-02-01,2024-02-29,2024-03-03,98.5,True,1,3,Completed,
800,31,DOC-0084,,Change-Driven,Read-and-Understand,2024-03-01,2024-03-17,2024-03-13,79.2,False,2,13,Completed,
801,31,DOC-0048,,Refresher,Classroom,2024-09-29,2024-10-27,2024-10-14,83.9,True,1,4,Completed,
802,31,DOC-0042,,Remedial,OJT,2023-02-27,2023-03-28,2023-03-28,75.9,False,2,55,Completed,
803,31,DOC-0067,,Initial,OJT,2024-12-20,2025-01-07,2024-12-29,91.8,True,1,28,Completed,
804,31,DOC-0082,,Refresher,Classroom,2022-03-19,2022-04-02,2022-04-03,97.4,True,1,28,Completed,
805,31,DOC-0087,,Initial,Classroom,2023-03-09,2023-03-18,2023-03-10,77.1,False,2,97,Completed,
806,31,DOC-0075,,Change-Driven,eLearning,2024-05-11,2024-05-29,2024-05-14,90.4,True,1,2,Completed,
807,31,DOC-0051,,Refresher,Read-and-Understand,2024-06-11,2024-07-01,2024-07-05,89.5,True,1,5,Completed,
808,31,DOC-0052,,Refresher,Classroom,2024-07-26,2024-08-09,,,,1,112,Overdue,
809,32,DOC-0073,,Change-Driven,eLearning,2024-12-25,2025-01-14,2025-01-12,87.5,True,1,94,Completed,
810,32,DOC-0001,,Refresher,eLearning,2023-04-19,2023-05-12,2023-04-29,74.4,False,2,14,Completed,
811,32,DOC-0042,,Refresher,eLearning,2023-12-23,2024-01-17,2023-12-31,97.2,True,1,87,Completed,
812,32,DOC-0054,,Refresher,eLearning,2023-04-12,2023-05-08,2023-05-02,80.1,True,1,72,Completed,
813,32,DOC-0073,,Refresher,Read-and-Understand,2023-12-14,2023-12-31,2023-12-24,82.4,True,1,48,Completed,
814,32,DOC-0026,,Initial,Read-and-Understand,2022-06-02,2022-06-24,2022-06-18,76.5,False,2,12,Completed,
815,32,DOC-0003,,Refresher,eLearning,2022-10-27,2022-11-26,2022-11-26,98.2,True,1,88,Completed,
816,32,DOC-0096,,Initial,Read-and-Understand,2022-12-10,2022-12-28,2023-01-01,93.8,True,1,24,Completed,
817,32,DOC-0022,,Initial,OJT,2023-02-23,2023-03-11,2023-03-10,78.0,False,2,55,Completed,
818,32,DOC-0086,,Refresher,eLearning,2024-03-12,2024-03-19,2024-03-22,73.7,False,2,67,Completed,
819,32,DOC-0056,,Initial,Classroom,2024-03-22,2024-04-21,,,,1,110,Overdue,
820,32,DOC-0096,,Change-Driven,Read-and-Understand,2022-11-12,2022-12-02,2022-12-07,83.4,True,1,81,Completed,
821,32,DOC-0089,,Refresher,eLearning,2023-02-09,2023-03-09,2023-03-04,88.4,True,1,62,Completed,
822,32,DOC-0056,,Initial,Classroom,2022-04-30,2022-05-26,2022-05-20,75.9,False,2,118,Completed,
823,32,DOC-0099,,Refresher,Classroom,2024-01-20,2024-02-16,2024-01-27,70.4,False,2,32,Completed,
824,32,DOC-0092,,Initial,Classroom,2023-07-11,2023-07-31,2023-07-30,95.1,True,1,28,Completed,
825,32,DOC-0089,,Change-Driven,Read-and-Understand,2023-04-24,2023-05-18,2023-05-12,96.5,True,1,92,Completed,
826,32,DOC-0042,,Refresher,eLearning,2022-09-25,2022-10-18,2022-09-26,89.8,True,1,12,Completed,
827,32,DOC-0071,,Refresher,Classroom,2023-01-27,2023-02-17,2023-02-06,92.2,True,1,119,Completed,
828,32,DOC-0097,,Initial,Read-and-Understand,2024-10-26,2024-11-09,,,,1,46,Assigned,
829,32,DOC-0006,,Refresher,Read-and-Understand,2024-04-05,2024-04-28,2024-04-12,85.1,True,1,8,Completed,
830,32,DOC-0020,,Change-Driven,eLearning,2023-05-06,2023-05-14,2023-05-16,89.3,True,1,51,Completed,
831,32,DOC-0078,,Initial,eLearning,2022-12-05,2022-12-20,2022-12-15,93.2,True,1,52,Completed,
832,32,DOC-0077,,Initial,eLearning,2023-11-07,2023-11-19,,,,1,46,Overdue,
833,33,DOC-0005,,Initial,eLearning,2023-04-27,2023-05-20,2023-04-28,85.6,True,1,40,Completed,
834,33,DOC-0054,,Initial,Classroom,2023-08-19,2023-09-07,2023-08-29,87.6,True,1,34,Completed,
835,33,DOC-0057,,Change-Driven,eLearning,2023-07-20,2023-08-10,2023-08-08,73.7,False,2,11,Completed,
836,33,DOC-0024,,Initial,Classroom,2022-12-30,2023-01-09,2022-12-31,99.6,True,1,88,Completed,
837,33,DOC-0052,,Change-Driven,Read-and-Understand,2023-10-04,2023-10-22,2023-10-18,91.3,True,1,82,Completed,
838,33,DOC-0073,,Refresher,eLearning,2022-04-01,2022-04-09,2022-04-06,73.7,False,2,28,Completed,
839,33,DOC-0048,,Initial,Read-and-Understand,2022-09-26,2022-10-20,2022-10-19,89.8,True,1,66,Completed,
840,33,DOC-0041,,Refresher,Read-and-Understand,2023-10-09,2023-11-08,2023-10-11,75.0,False,2,25,Completed,
841,33,DOC-0067,,Change-Driven,eLearning,2022-01-24,2022-02-03,,,,1,110,Overdue,
842,33,DOC-0038,,Refresher,eLearning,2023-12-26,2024-01-16,2024-01-13,72.8,False,2,96,Completed,
843,33,DOC-0084,,Initial,OJT,2022-07-05,2022-07-31,2022-07-24,93.1,True,1,81,Completed,
844,33,DOC-0093,,Initial,Read-and-Understand,2024-02-05,2024-02-13,2024-02-11,73.6,False,2,104,Completed,
845,33,DOC-0076,,Refresher,Read-and-Understand,2023-04-01,2023-04-26,2023-04-16,72.4,False,2,10,Completed,
846,33,DOC-0062,,Initial,Read-and-Understand,2022-01-16,2022-02-09,2022-01-26,88.3,True,1,91,Completed,
847,33,DOC-0021,,Refresher,eLearning,2024-01-19,2024-01-26,2024-01-31,73.0,False,2,76,Completed,
848,33,DOC-0029,,Refresher,OJT,2023-03-02,2023-03-13,2023-03-09,78.4,False,2,6,Completed,
849,33,DOC-0073,,Refresher,OJT,2023-06-28,2023-07-06,2023-07-02,84.3,True,1,61,Completed,
850,33,DOC-0064,,Refresher,Classroom,2024-01-14,2024-02-06,2024-01-27,74.6,False,2,50,Completed,
851,33,DOC-0052,,Change-Driven,Read-and-Understand,2022-08-06,2022-08-15,2022-08-09,97.2,True,1,93,Completed,
852,33,DOC-0005,,Refresher,Read-and-Understand,2023-04-16,2023-04-24,,,,1,10,Overdue,
853,33,DOC-0055,,Refresher,eLearning,2023-10-14,2023-11-05,2023-10-20,73.3,False,2,83,Completed,
854,33,DOC-0009,,Change-Driven,Read-and-Understand,2022-06-17,2022-06-27,2022-06-20,95.9,True,1,112,Completed,
855,33,DOC-0087,,Change-Driven,Classroom,2023-03-30,2023-04-12,2023-04-10,80.7,True,1,64,Completed,
856,33,DOC-0075,,Change-Driven,Read-and-Understand,2022-10-05,2022-10-13,2022-10-08,76.6,False,2,44,Completed,
857,33,DOC-0077,,Remedial,Read-and-Understand,2024-05-31,2024-06-24,2024-06-17,91.0,True,1,109,Completed,
858,33,DOC-0003,,Initial,eLearning,2024-03-03,2024-03-30,2024-03-29,95.8,True,1,4,Completed,
859,33,DOC-0045,,Initial,Classroom,2022-12-01,2022-12-10,2022-12-14,71.5,False,2,67,Completed,
860,34,DOC-0052,,Initial,eLearning,2023-07-16,2023-07-26,2023-07-31,86.7,True,1,102,Completed,
861,34,DOC-0053,,Remedial,eLearning,2022-03-29,2022-04-22,2022-04-21,88.3,True,1,103,Completed,
862,34,DOC-0100,,Refresher,eLearning,2023-04-29,2023-05-14,2023-05-10,77.9,False,2,105,Completed,
863,34,DOC-0052,,Change-Driven,OJT,2022-01-24,2022-02-18,2022-02-21,92.2,True,1,5,Completed,
864,34,DOC-0053,,Refresher,Classroom,2022-09-27,2022-10-26,2022-10-14,80.2,True,1,88,Completed,
865,34,DOC-0080,,Refresher,eLearning,2023-12-15,2024-01-09,2023-12-31,77.7,False,2,40,Completed,
866,34,DOC-0019,,Remedial,Classroom,2022-02-02,2022-02-18,2022-02-17,97.9,True,1,56,Completed,
867,34,DOC-0023,,Refresher,eLearning,2023-10-10,2023-10-23,2023-10-28,78.6,False,2,11,Completed,
868,34,DOC-0077,,Remedial,Classroom,2023-12-09,2023-12-22,2023-12-22,98.1,True,1,68,Completed,
869,34,DOC-0081,,Refresher,Classroom,2024-03-31,2024-04-10,2024-04-05,90.2,True,1,75,Completed,
870,34,DOC-0002,,Initial,Read-and-Understand,2022-10-03,2022-10-31,2022-11-01,98.7,True,1,50,Completed,
871,34,DOC-0018,,Refresher,eLearning,2024-03-28,2024-04-17,2024-04-04,79.3,False,2,52,Completed,
872,34,DOC-0071,,Refresher,Read-and-Understand,2024-04-25,2024-05-17,2024-04-29,81.9,True,1,96,Completed,
873,34,DOC-0063,,Refresher,eLearning,2023-08-28,2023-09-05,2023-09-03,94.7,True,1,12,Completed,
874,34,DOC-0092,,Refresher,eLearning,2022-10-30,2022-11-16,2022-11-05,98.8,True,1,96,Completed,
875,34,DOC-0050,,Change-Driven,eLearning,2022-03-11,2022-03-18,2022-03-23,95.1,True,1,50,Completed,
876,34,DOC-0009,,Initial,Classroom,2024-07-15,2024-07-27,2024-07-17,80.2,True,1,117,Completed,
877,34,DOC-0094,,Initial,eLearning,2023-04-12,2023-04-29,2023-04-15,75.7,False,2,118,Completed,
878,35,DOC-0003,,Refresher,eLearning,2023-11-06,2023-12-02,2023-11-26,76.9,False,2,17,Completed,
879,35,DOC-0093,,Refresher,OJT,2022-09-11,2022-09-18,2022-09-14,97.6,True,1,114,Completed,
880,35,DOC-0096,,Refresher,eLearning,2023-04-09,2023-05-09,2023-04-27,97.3,True,1,111,Completed,
881,35,DOC-0004,,Change-Driven,Read-and-Understand,2024-09-21,2024-10-14,2024-10-14,97.2,True,1,82,Completed,
882,35,DOC-0060,,Refresher,Read-and-Understand,2024-09-13,2024-10-08,2024-09-18,90.7,True,1,13,Completed,
883,35,DOC-0015,,Refresher,Classroom,2024-05-24,2024-06-16,2024-05-27,76.5,False,2,88,Completed,
884,35,DOC-0096,,Initial,Read-and-Understand,2024-11-24,2024-12-03,2024-12-05,70.5,False,2,50,Completed,
885,35,DOC-0020,,Refresher,Classroom,2023-09-29,2023-10-11,,,,1,99,Overdue,
886,35,DOC-0079,,Refresher,eLearning,2024-06-10,2024-06-23,2024-06-22,85.1,True,1,112,Completed,
887,35,DOC-0045,,Refresher,Classroom,2022-09-19,2022-10-09,2022-10-12,79.0,False,2,26,Completed,
888,35,DOC-0096,,Initial,Classroom,2024-10-08,2024-11-04,2024-10-28,78.9,False,2,26,Completed,
889,35,DOC-0042,,Change-Driven,Classroom,2022-08-28,2022-09-06,2022-09-06,90.4,True,1,43,Completed,
890,35,DOC-0006,,Refresher,Classroom,2023-05-27,2023-06-11,2023-06-04,86.6,True,1,61,Completed,
891,35,DOC-0021,,Remedial,Read-and-Understand,2022-01-15,2022-01-30,2022-01-31,83.1,True,1,69,Completed,
892,35,DOC-0017,,Change-Driven,eLearning,2024-10-11,2024-10-27,2024-10-28,83.4,True,1,81,Completed,
893,35,DOC-0061,,Refresher,eLearning,2023-10-04,2023-10-17,2023-10-11,91.5,True,1,25,Completed,
894,35,DOC-0014,,Refresher,Classroom,2024-01-31,2024-02-29,2024-02-09,72.9,False,2,38,Completed,
895,35,DOC-0092,,Refresher,eLearning,2022-06-18,2022-07-03,2022-06-27,76.6,False,2,104,Completed,
896,35,DOC-0050,,Change-Driven,Classroom,2022-06-17,2022-07-02,2022-06-29,74.3,False,2,120,Completed,
897,35,DOC-0040,,Initial,Classroom,2023-12-23,2024-01-21,2024-01-10,97.9,True,1,79,Completed,
898,35,DOC-0062,,Change-Driven,Read-and-Understand,2022-07-18,2022-07-28,2022-07-24,76.8,False,2,101,Completed,
899,35,DOC-0075,,Initial,eLearning,2024-07-12,2024-07-24,2024-07-27,70.9,False,2,27,Completed,
900,35,DOC-0082,,Change-Driven,Read-and-Understand,2023-09-12,2023-09-26,2023-09-28,80.9,True,1,105,Completed,
901,35,DOC-0071,,Refresher,Classroom,2024-04-26,2024-05-23,2024-05-02,95.1,True,1,91,Completed,
902,35,DOC-0017,,Initial,Classroom,2022-08-25,2022-09-12,2022-08-30,85.0,True,1,118,Completed,
903,35,DOC-0029,,Initial,OJT,2024-11-20,2024-12-01,2024-11-30,87.5,True,1,28,Completed,
904,35,DOC-0016,,Initial,Read-and-Understand,2022-11-25,2022-12-07,2022-12-06,77.9,False,2,2,Completed,
905,35,DOC-0038,,Change-Driven,Read-and-Understand,2024-07-11,2024-07-24,2024-07-21,92.0,True,1,68,Completed,
906,36,DOC-0051,,Refresher,eLearning,2024-08-06,2024-08-22,2024-08-22,77.7,False,2,50,Completed,
907,36,DOC-0053,,Refresher,Read-and-Understand,2023-12-25,2024-01-13,2024-01-16,99.0,True,1,21,Completed,
908,36,DOC-0071,,Refresher,eLearning,2022-11-13,2022-11-23,2022-11-16,93.6,True,1,75,Completed,
909,36,DOC-0028,,Refresher,eLearning,2024-10-28,2024-11-17,2024-11-15,75.0,False,2,57,Completed,
910,36,DOC-0018,,Initial,eLearning,2024-05-23,2024-06-07,2024-05-30,88.0,True,1,39,Completed,
911,36,DOC-0093,,Refresher,eLearning,2024-01-08,2024-02-04,2024-02-05,87.1,True,1,52,Completed,
912,36,DOC-0052,,Initial,eLearning,2024-03-24,2024-04-01,2024-04-02,80.6,True,1,33,Completed,
913,36,DOC-0084,,Refresher,Read-and-Understand,2023-06-26,2023-07-09,,,,1,75,Overdue,
914,36,DOC-0072,,Change-Driven,Classroom,2022-07-07,2022-07-17,2022-07-18,79.3,False,2,13,Completed,
915,36,DOC-0020,,Refresher,Read-and-Understand,2023-06-20,2023-07-02,2023-07-03,92.5,True,1,61,Completed,
916,36,DOC-0097,,Initial,OJT,2022-02-08,2022-02-24,2022-02-16,93.7,True,1,13,Completed,
917,36,DOC-0011,,Change-Driven,Read-and-Understand,2024-04-21,2024-05-21,2024-05-14,97.8,True,1,104,Completed,
918,36,DOC-0081,,Initial,Classroom,2024-02-02,2024-02-27,2024-02-08,72.2,False,2,26,Completed,
919,36,DOC-0014,,Refresher,eLearning,2023-03-04,2023-03-24,2023-03-27,81.8,True,1,52,Completed,
920,36,DOC-0060,,Initial,Read-and-Understand,2024-05-25,2024-06-17,2024-06-10,81.0,True,1,55,Completed,
921,36,DOC-0010,,Initial,eLearning,2023-03-04,2023-03-20,2023-03-13,100.0,True,1,100,Completed,
922,36,DOC-0072,,Refresher,Classroom,2022-02-18,2022-03-14,2022-03-16,78.9,False,2,17,Completed,
923,36,DOC-0025,,Change-Driven,eLearning,2023-02-15,2023-03-13,2023-03-09,94.3,True,1,111,Completed,
924,36,DOC-0004,,Refresher,Classroom,2022-03-09,2022-03-19,2022-03-13,88.3,True,1,1,Completed,
925,36,DOC-0040,,Refresher,eLearning,2023-08-03,2023-08-15,2023-08-17,99.2,True,1,10,Completed,
926,36,DOC-0034,,Refresher,Read-and-Understand,2022-01-27,2022-02-05,2022-02-08,85.7,True,1,50,Completed,
927,37,DOC-0059,,Initial,OJT,2022-02-07,2022-02-23,2022-02-27,87.1,True,1,62,Completed,
928,37,DOC-0029,,Remedial,eLearning,2024-12-22,2025-01-19,2025-01-16,83.6,True,1,86,Completed,
929,37,DOC-0030,,Refresher,eLearning,2024-03-03,2024-03-24,2024-03-05,87.5,True,1,24,Completed,
930,37,DOC-0098,,Initial,eLearning,2023-02-01,2023-02-22,2023-02-11,76.7,False,2,103,Completed,
931,37,DOC-0050,,Refresher,Read-and-Understand,2024-06-17,2024-06-29,2024-06-29,88.6,True,1,97,Completed,
932,37,DOC-0083,,Initial,Read-and-Understand,2024-01-16,2024-02-03,2024-01-31,88.5,True,1,60,Completed,
933,37,DOC-0001,,Initial,OJT,2022-08-31,2022-09-10,2022-09-05,90.3,True,1,87,Completed,
934,37,DOC-0064,,Remedial,Classroom,2023-02-26,2023-03-25,2023-03-25,70.1,False,2,44,Completed,
935,37,DOC-0053,,Refresher,Read-and-Understand,2024-11-07,2024-12-01,2024-12-05,89.2,True,1,5,Completed,
936,37,DOC-0097,,Refresher,eLearning,2024-12-08,2024-12-25,2024-12-24,76.0,False,2,62,Completed,
937,37,DOC-0076,,Refresher,eLearning,2023-08-24,2023-09-06,2023-08-31,99.8,True,1,64,Completed,
938,37,DOC-0007,,Refresher,Classroom,2022-12-11,2022-12-30,2022-12-27,81.9,True,1,103,Completed,
939,37,DOC-0098,,Change-Driven,Classroom,2023-12-20,2024-01-15,2024-01-17,94.0,True,1,84,Completed,
940,37,DOC-0095,,Remedial,Read-and-Understand,2024-03-04,2024-03-23,2024-03-23,89.0,True,1,45,Completed,
941,37,DOC-0046,,Refresher,Read-and-Understand,2023-05-04,2023-05-19,2023-05-13,95.9,True,1,17,Completed,
942,37,DOC-0033,,Refresher,Classroom,2022-02-18,2022-03-08,2022-03-06,75.1,False,2,35,Completed,
943,37,DOC-0087,,Refresher,eLearning,2024-12-09,2025-01-04,2025-01-07,76.8,False,2,4,Completed,
944,37,DOC-0031,,Refresher,eLearning,2024-06-22,2024-07-10,2024-06-24,93.2,True,1,30,Completed,
945,37,DOC-0069,,Refresher,eLearning,2023-03-19,2023-04-01,2023-03-31,97.7,True,1,78,Completed,
946,37,DOC-0016,,Refresher,Read-and-Understand,2023-05-23,2023-06-12,2023-06-02,99.3,True,1,36,Completed,
947,37,DOC-0100,,Change-Driven,eLearning,2022-03-01,2022-03-23,2022-03-08,71.7,False,2,46,Completed,
948,37,DOC-0001,,Refresher,eLearning,2024-03-02,2024-03-15,2024-03-11,95.2,True,1,95,Completed,
949,37,DOC-0019,,Refresher,eLearning,2024-04-14,2024-05-02,2024-05-02,83.6,True,1,115,Completed,
950,38,DOC-0051,,Remedial,OJT,2024-08-14,2024-08-29,2024-08-23,90.7,True,1,51,Completed,
951,38,DOC-0056,,Initial,Read-and-Understand,2022-03-18,2022-04-01,2022-03-23,97.1,True,1,80,Completed,
952,38,DOC-0061,,Change-Driven,Read-and-Understand,2023-06-26,2023-07-06,2023-06-29,93.5,True,1,37,Completed,
953,38,DOC-0009,,Initial,Read-and-Understand,2022-04-20,2022-04-29,2022-05-01,84.7,True,1,15,Completed,
954,38,DOC-0088,,Change-Driven,Classroom,2023-11-03,2023-11-13,2023-11-12,77.9,False,2,82,Completed,
955,38,DOC-0061,,Initial,eLearning,2023-02-19,2023-03-14,2023-02-27,95.9,True,1,33,Completed,
956,38,DOC-0028,,Remedial,Classroom,2023-10-21,2023-11-11,2023-11-02,78.1,False,2,27,Completed,
957,38,DOC-0044,,Refresher,eLearning,2022-02-16,2022-03-06,2022-03-09,90.6,True,1,60,Completed,
958,38,DOC-0004,,Initial,eLearning,2024-04-06,2024-04-29,2024-04-20,92.7,True,1,109,Completed,
959,38,DOC-0090,,Refresher,eLearning,2022-09-03,2022-09-15,2022-09-11,96.5,True,1,28,Completed,
960,38,DOC-0073,,Refresher,Classroom,2022-08-13,2022-08-24,2022-08-28,77.6,False,2,39,Completed,
961,38,DOC-0087,,Initial,Classroom,2022-07-29,2022-08-27,2022-08-12,97.3,True,1,65,Completed,
962,38,DOC-0058,,Initial,Classroom,2022-01-19,2022-02-05,2022-02-05,93.4,True,1,98,Completed,
963,38,DOC-0006,,Initial,Classroom,2024-04-08,2024-05-05,2024-04-10,94.6,True,1,59,Completed,
964,38,DOC-0068,,Change-Driven,Classroom,2023-02-24,2023-03-20,2023-03-06,83.2,True,1,26,Completed,
965,38,DOC-0002,,Refresher,Read-and-Understand,2023-04-12,2023-04-27,2023-04-24,83.9,True,1,85,Completed,
966,38,DOC-0037,,Initial,eLearning,2022-01-15,2022-01-31,2022-02-04,73.9,False,2,2,Completed,
967,38,DOC-0025,,Refresher,eLearning,2022-08-30,2022-09-20,2022-09-16,77.3,False,2,33,Completed,
968,38,DOC-0032,,Refresher,Read-and-Understand,2022-06-19,2022-07-09,2022-07-06,79.8,False,2,34,Completed,
969,38,DOC-0035,,Remedial,Classroom,2022-03-27,2022-04-20,2022-04-15,97.0,True,1,4,Completed,
970,38,DOC-0026,,Change-Driven,Read-and-Understand,2023-01-17,2023-02-13,2023-02-10,83.1,True,1,20,Completed,
971,38,DOC-0055,,Remedial,eLearning,2022-04-21,2022-05-01,2022-04-24,76.2,False,2,17,Completed,
972,38,DOC-0078,,Change-Driven,eLearning,2024-04-03,2024-04-22,2024-04-04,98.8,True,1,32,Completed,
973,38,DOC-0046,,Initial,Classroom,2024-03-29,2024-04-16,2024-03-30,99.4,True,1,76,Completed,
974,39,DOC-0046,,Remedial,eLearning,2023-07-18,2023-07-26,2023-07-29,83.9,True,1,19,Completed,
975,39,DOC-0081,,Initial,eLearning,2024-01-02,2024-01-15,2024-01-13,70.1,False,2,86,Completed,
976,39,DOC-0069,,Initial,OJT,2022-10-14,2022-11-12,2022-11-08,98.0,True,1,39,Completed,
977,39,DOC-0068,,Initial,OJT,2022-09-12,2022-10-11,2022-09-28,97.3,True,1,39,Completed,
978,39,DOC-0068,,Change-Driven,Classroom,2023-08-13,2023-09-11,2023-09-16,80.8,True,1,58,Completed,
979,39,DOC-0027,,Refresher,Classroom,2024-12-12,2025-01-11,2025-01-03,89.1,True,1,14,Completed,
980,39,DOC-0048,,Initial,Classroom,2022-06-23,2022-07-17,2022-06-28,95.8,True,1,18,Completed,
981,39,DOC-0056,,Initial,eLearning,2023-07-17,2023-07-28,2023-07-21,85.1,True,1,83,Completed,
982,39,DOC-0060,,Refresher,eLearning,2024-05-07,2024-05-30,2024-05-29,91.7,True,1,6,Completed,
983,39,DOC-0032,,Change-Driven,Classroom,2022-04-20,2022-05-13,2022-05-04,91.8,True,1,109,Completed,
984,39,DOC-0039,,Change-Driven,eLearning,2023-06-21,2023-07-21,2023-07-16,73.1,False,2,91,Completed,
985,39,DOC-0098,,Change-Driven,Read-and-Understand,2023-08-26,2023-09-18,2023-09-14,92.2,True,1,95,Completed,
986,39,DOC-0004,,Change-Driven,eLearning,2024-11-11,2024-12-06,2024-11-20,78.6,False,2,118,Completed,
987,39,DOC-0043,,Refresher,Read-and-Understand,2022-02-24,2022-03-17,2022-03-10,87.9,True,1,77,Completed,
988,39,DOC-0090,,Change-Driven,Classroom,2023-03-07,2023-03-25,2023-03-24,85.3,True,1,92,Completed,
989,39,DOC-0018,,Change-Driven,Classroom,2022-11-09,2022-11-30,2022-11-20,79.0,False,2,64,Completed,
990,39,DOC-0064,,Change-Driven,eLearning,2023-07-11,2023-07-29,2023-07-17,81.1,True,1,28,Completed,
991,39,DOC-0066,,Refresher,eLearning,2024-07-05,2024-07-16,2024-07-13,84.5,True,1,64,Completed,
992,40,DOC-0091,,Refresher,eLearning,2023-08-07,2023-08-24,2023-08-27,99.5,True,1,89,Completed,
993,40,DOC-0095,,Initial,Classroom,2024-05-02,2024-05-23,2024-05-26,95.4,True,1,26,Completed,
994,40,DOC-0087,,Refresher,Classroom,2023-11-30,2023-12-20,2023-12-16,73.5,False,2,44,Completed,
995,40,DOC-0004,,Change-Driven,eLearning,2022-12-12,2023-01-02,2022-12-21,88.7,True,1,16,Completed,
